company_id,type,rule_id,text,confidence_pct
INDUSINDBK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
INDUSINDBK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
INDUSINDBK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
INDUSINDBK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
INDUSINDBK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
INDUSINDBK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
INDUSINDBK,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
INDUSINDBK,con,CON-10,"Return on capital employed of 4.3% is below 10%, suggesting insufficient return on invested capital",80
INDUSINDBK,con,CON-11,Net debt exceeding 18.5 times EBITDA limits financial flexibility,80
INFY,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
INFY,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
INFY,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
INFY,pro,PRO-08,Consistent dividend yield of 4.10% is backed by positive free cash flow,75
INFY,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
IOC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
IOC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
IOC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
IOC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
IOC,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
IOC,con,CON-05,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
IRCTC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
IRCTC,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
IRCTC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
IRCTC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
IRCTC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
IRCTC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
IRCTC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
IRCTC,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
IRCTC,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
IRFC,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
IRFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
IRFC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
IRFC,pro,PRO-08,Consistent dividend yield of 2.82% is backed by positive free cash flow,75
IRFC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
IRFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
IRFC,con,CON-06,Interest coverage ratio of 1.32x below 1.5x indicates the company is at risk of not meeting its debt obligations,85
IRFC,con,CON-10,"Return on capital employed of 5.7% is below 10%, suggesting insufficient return on invested capital",80
IRFC,con,CON-11,Net debt exceeding 15.5 times EBITDA limits financial flexibility,80
ITC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
ITC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ITC,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
ITC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
ITC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
ITC,pro,PRO-08,Consistent dividend yield of 4.26% is backed by positive free cash flow,75
ITC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ITC,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
ITC,con,CON-05,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
JINDALSTEL,pro,PRO-FALLBACK,Stable operating history and continuous listing on the Nifty 100 index,65
JINDALSTEL,con,CON-05,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
JINDALSTEL,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
JIOFIN,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
JIOFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
JIOFIN,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
JIOFIN,pro,PRO-08,Consistent dividend yield of 3.09% is backed by positive free cash flow,75
JIOFIN,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
JIOFIN,con,CON-10,"Return on capital employed of 1.4% is below 10%, suggesting insufficient return on invested capital",80
JSWENERGY,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
JSWENERGY,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
JSWENERGY,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
JSWENERGY,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
JSWENERGY,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
JSWENERGY,con,CON-10,"Return on capital employed of 8.1% is below 10%, suggesting insufficient return on invested capital",80
JSWENERGY,con,CON-11,Net debt exceeding 4.6 times EBITDA limits financial flexibility,80
JSWENERGY,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
JSWSTEEL,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
JSWSTEEL,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
KOTAKBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
KOTAKBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
KOTAKBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
KOTAKBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
KOTAKBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
KOTAKBANK,con,CON-06,Interest coverage ratio of 1.24x below 1.5x indicates the company is at risk of not meeting its debt obligations,85
KOTAKBANK,con,CON-10,"Return on capital employed of 9.5% is below 10%, suggesting insufficient return on invested capital",80
KOTAKBANK,con,CON-11,Net debt exceeding 5.8 times EBITDA limits financial flexibility,80
LICI,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
LICI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LICI,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
LICI,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
LICI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
LICI,pro,PRO-08,Consistent dividend yield of 3.77% is backed by positive free cash flow,75
LICI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
LICI,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
LODHA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
LODHA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
LODHA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
LODHA,con,CON-10,"Return on capital employed of 10.0% is below 10%, suggesting insufficient return on invested capital",80
LODHA,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
LT,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
LT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
LT,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
LT,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
LTIM,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
LTIM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LTIM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
LTIM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
LTIM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
LTIM,pro,PRO-08,Consistent dividend yield of 4.43% is backed by positive free cash flow,75
LTIM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
LTIM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
M&M,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
M&M,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
M&M,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
MARUTI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MARUTI,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
MARUTI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
MARUTI,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
MARUTI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
MARUTI,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
MARUTI,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
MOTHERSON,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MOTHERSON,pro,PRO-08,Consistent dividend yield of 2.18% is backed by positive free cash flow,75
MOTHERSON,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
MOTHERSON,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
NAUKRI,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
NAUKRI,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
NAUKRI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
NAUKRI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
NAUKRI,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
NAUKRI,con,CON-10,"Return on capital employed of 3.0% is below 10%, suggesting insufficient return on invested capital",80
NESTLEIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
NESTLEIND,pro,PRO-08,Consistent dividend yield of 3.85% is backed by positive free cash flow,75
NESTLEIND,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
NHPC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NHPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
NHPC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
NHPC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NHPC,con,CON-05,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
NHPC,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
NHPC,con,CON-10,"Return on capital employed of 7.9% is below 10%, suggesting insufficient return on invested capital",80
NHPC,con,CON-11,Net debt exceeding 6.7 times EBITDA limits financial flexibility,80
NHPC,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
NTPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
NTPC,con,CON-11,Net debt exceeding 4.3 times EBITDA limits financial flexibility,80
ONGC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ONGC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
ONGC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ONGC,con,CON-05,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
PFC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
PFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
PFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
PFC,con,CON-06,Interest coverage ratio of 0.58x below 1.5x indicates the company is at risk of not meeting its debt obligations,85
PFC,con,CON-10,"Return on capital employed of 9.5% is below 10%, suggesting insufficient return on invested capital",80
PFC,con,CON-11,Net debt exceeding 25.3 times EBITDA limits financial flexibility,80
PIDILITIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
PIDILITIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
PIDILITIND,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
PIDILITIND,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
PNB,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
PNB,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
PNB,con,CON-06,Interest coverage ratio of 0.21x below 1.5x indicates the company is at risk of not meeting its debt obligations,85
POWERGRID,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
POWERGRID,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
POWERGRID,pro,PRO-08,Consistent dividend yield of 3.09% is backed by positive free cash flow,75
POWERGRID,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
POWERGRID,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
RECLTD,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
RECLTD,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
RECLTD,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
RECLTD,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
RECLTD,con,CON-10,"Return on capital employed of 9.3% is below 10%, suggesting insufficient return on invested capital",80
RECLTD,con,CON-11,Net debt exceeding 9.2 times EBITDA limits financial flexibility,80
RELIANCE,pro,PRO-08,Consistent dividend yield of 4.21% is backed by positive free cash flow,75
RELIANCE,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
RELIANCE,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
SBILIFE,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
SBILIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
SBILIFE,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
SBIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
SBIN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
SBIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SBIN,con,CON-06,Interest coverage ratio of 0.37x below 1.5x indicates the company is at risk of not meeting its debt obligations,85
SHREECEM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
SHREECEM,pro,PRO-08,Consistent dividend yield of 3.20% is backed by positive free cash flow,75
SHREECEM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SHREECEM,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
SHREECEM,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
SHRIRAMFIN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
SHRIRAMFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
SHRIRAMFIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
SHRIRAMFIN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
SHRIRAMFIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SHRIRAMFIN,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
SHRIRAMFIN,con,CON-06,Interest coverage ratio of 0.68x below 1.5x indicates the company is at risk of not meeting its debt obligations,85
SHRIRAMFIN,con,CON-11,Net debt exceeding 17.7 times EBITDA limits financial flexibility,80
SIEMENS,pro,PRO-FALLBACK,Stable operating history and continuous listing on the Nifty 100 index,65
SIEMENS,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
SUNPHARMA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
SUNPHARMA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
SUNPHARMA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
SUNPHARMA,pro,PRO-08,Consistent dividend yield of 3.88% is backed by positive free cash flow,75
SUNPHARMA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
SUNPHARMA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SUNPHARMA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
SUNPHARMA,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
TATACONSUM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATACONSUM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
TATACONSUM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TATACONSUM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
TATACONSUM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TATACONSUM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
TATACONSUM,con,CON-10,"Return on capital employed of 9.1% is below 10%, suggesting insufficient return on invested capital",80
TATAMOTORS,pro,PRO-08,Consistent dividend yield of 3.65% is backed by positive free cash flow,75
TATAMOTORS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TATAMOTORS,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
TATAMOTORS,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
TATAPOWER,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
TATAPOWER,con,CON-11,Net debt exceeding 3.5 times EBITDA limits financial flexibility,80
TATASTEEL,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATASTEEL,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TATASTEEL,con,CON-04,Company reported a net loss in the most recent financial year,90
TATASTEEL,con,CON-05,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
TATASTEEL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
TATASTEEL,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
TATASTEEL,con,CON-10,"Return on capital employed of 3.6% is below 10%, suggesting insufficient return on invested capital",80
TATASTEEL,con,CON-11,Net debt exceeding 3.6 times EBITDA limits financial flexibility,80
TCS,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
TCS,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TCS,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
TCS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
TCS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TCS,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
TECHM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TECHM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
TECHM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TECHM,con,CON-05,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
TECHM,con,CON-07,Dividend payout ratio of 150.0% is unsustainable as dividends are paid from reserves,75
TECHM,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
TITAN,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
TITAN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
TITAN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TITAN,pro,PRO-08,Consistent dividend yield of 3.10% is backed by positive free cash flow,75
TITAN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TITAN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TITAN,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
TORNTPHARM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TORNTPHARM,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
TORNTPHARM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TORNTPHARM,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TORNTPHARM,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TORNTPHARM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TORNTPHARM,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
TRENT,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
TRENT,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TRENT,pro,PRO-08,Consistent dividend yield of 3.46% is backed by positive free cash flow,75
TRENT,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TRENT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TRENT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TRENT,con,CON-FALLBACK,"Subject to macro-economic cycles, regulatory changes, and raw material price volatility",65
TVSMOTOR,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TVSMOTOR,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TVSMOTOR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TVSMOTOR,con,CON-01,Debt-to-equity ratio of 3.83x is elevated for a non-financial company and warrants monitoring,85
TVSMOTOR,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
TVSMOTOR,con,CON-11,Net debt exceeding 4.5 times EBITDA limits financial flexibility,80
